id,timestamp,cpu_percent,ram_percent,disk_percent,net_sent_mb,net_recv_mb,thread_count,process_count,network_latency_ms,context_switches,cache_miss_rate,temperature,power_consumption,uptime,anomaly_label
2056,2025-06-01T02:51:15,68.6,55.9,22.6,1041.91,2605.26,1000,200,42.7,494,0.1577,47.0,195.08,663.99,0
2057,2025-06-01T02:51:20,48.9,83.0,29.8,1042.02,2604.88,1122,374,8.6,1877,0.1572,60.3,292.25,941.49,0
2058,2025-06-01T02:51:25,44.1,49.3,92.2,1042.88,2607.25,1356,452,118.12,397,0.1687,55.0,120.72,582.69,0
2059,2025-06-01T02:51:30,66.8,21.1,43.9,1043.62,2608.93,4260,852,173.02,794,0.1568,74.7,149.86,357.28,0
2060,2025-06-01T02:51:35,56.8,60.8,59.5,1043.64,2609.09,2010,402,6.09,1289,0.1019,51.8,187.97,473.31,0
2061,2025-06-01T02:51:40,10.9,95.7,47.1,1043.97,2609.33,318,159,40.01,1787,0.1516,74.4,263.26,469.27,0
2062,2025-06-01T02:51:45,53.7,81.4,39.1,1044.24,2610.27,2060,515,92.58,1008,0.1235,92.5,114.49,800.22,0
2063,2025-06-01T02:51:50,81.6,62.1,23.9,1045.01,2612.15,178,89,133.51,1465,0.0796,46.4,108.58,336.39,0
2064,2025-06-01T02:51:55,48.6,68.2,69.2,1045.09,2612.84,1406,703,35.07,1525,0.1689,54.1,182.97,43.91,0
2065,2025-06-01T02:52:00,9.9,93.8,72.4,1045.22,2613.13,1945,389,12.28,1901,0.1597,52.2,82.14,673.45,0
2066,2025-06-01T02:52:05,79.7,48.6,28.9,1045.57,2614.28,842,421,104.29,239,0.043,49.5,224.11,855.23,0
2067,2025-06-01T02:52:10,24.1,39.8,79.3,1046.02,2616.38,1148,574,163.92,1367,0.0146,47.6,264.95,501.78,0
2068,2025-06-01T02:52:15,29.6,98.0,85.7,1046.52,2616.28,1112,556,8.01,1426,0.07,71.0,57.38,140.83,0
2069,2025-06-01T02:52:20,20.6,87.7,92.2,1047.19,2617.41,306,102,70.52,849,0.0867,65.6,98.74,145.83,0
2070,2025-06-01T02:52:25,36.4,39.1,17.8,1047.75,2619.37,516,129,133.04,1334,0.0431,63.1,194.78,892.21,0
2071,2025-06-01T02:52:30,76.9,51.7,31.8,1047.9,2619.47,3176,794,27.02,1462,0.1725,82.0,256.95,74.09,0
2072,2025-06-01T02:52:35,54.3,47.4,86.3,1048.19,2620.1,1200,400,47.95,1752,0.0164,39.5,172.52,503.4,0
2073,2025-06-01T02:52:40,24.5,23.4,21.5,1048.5,2621.29,3000,600,107.56,109,0.1019,41.0,246.09,331.35,0
2074,2025-06-01T02:52:45,88.4,96.2,2.3,1049.47,2623.14,3940,788,190.69,996,0.0205,63.3,155.56,275.93,0
2075,2025-06-01T02:52:50,88.6,46.4,87.3,1049.6,2624.0,1556,389,58.18,1052,0.112,53.0,146.88,173.03,0
2076,2025-06-01T02:52:55,87.7,88.8,34.0,1050.15,2625.68,680,170,98.02,1623,0.0981,41.3,95.41,300.43,0
2077,2025-06-01T02:53:00,27.7,27.0,42.6,1050.74,2626.54,570,114,80.59,170,0.1582,74.9,87.9,716.03,0
2078,2025-06-01T02:53:05,47.9,59.3,45.7,1051.76,2628.92,978,489,179.58,1242,0.141,62.2,236.32,598.01,0
2079,2025-06-01T02:53:10,98.6,12.2,85.1,1051.57,2629.49,1380,345,15.31,1754,0.1704,43.1,92.34,83.56,0
2080,2025-06-01T02:53:15,78.3,78.8,35.1,1052.07,2630.62,1982,991,113.66,1006,0.1134,47.2,151.93,754.1,0
2081,2025-06-01T02:53:20,7.6,62.3,89.4,1053.01,2632.9,1016,254,169.38,1560,0.1663,77.0,186.25,355.15,0
2082,2025-06-01T02:53:25,11.2,66.3,62.5,1054.12,2635.02,2088,696,197.64,226,0.1466,51.3,116.1,218.01,0
2083,2025-06-01T02:53:30,49.1,14.7,53.7,1054.41,2636.5,2424,606,140.05,359,0.1581,43.3,258.1,817.63,0
2084,2025-06-01T02:53:35,91.4,29.0,33.9,1054.62,2637.68,981,327,76.61,327,0.1241,92.8,151.19,636.28,0
2085,2025-06-01T02:53:40,56.2,16.7,25.9,1055.38,2638.5,368,184,82.95,544,0.1467,35.7,144.18,722.67,0
2086,2025-06-01T02:53:45,52.3,36.0,63.2,1055.61,2640.09,2135,427,70.98,1721,0.0863,39.5,94.54,306.4,0
2087,2025-06-01T02:53:50,15.0,66.5,45.8,1056.35,2641.38,202,101,121.12,877,0.0261,76.6,104.95,749.15,0
2088,2025-06-01T02:53:55,67.4,61.0,91.2,1057.17,2643.15,1580,790,148.14,1338,0.0892,57.7,122.82,276.13,0
2089,2025-06-01T02:54:00,83.1,65.1,50.2,1057.93,2645.41,1834,917,164.07,1512,0.0429,78.9,137.33,680.37,0
2090,2025-06-01T02:54:05,41.1,59.4,52.2,1058.73,2645.48,1887,629,83.9,339,0.1296,65.9,225.32,218.87,0
2091,2025-06-01T02:54:10,78.7,34.6,42.8,1059.22,2648.06,3036,759,143.62,479,0.06,32.6,299.08,634.23,0
2092,2025-06-01T02:54:15,96.6,32.0,79.3,1060.13,2649.78,580,116,183.33,431,0.192,74.5,176.64,457.04,0
2093,2025-06-01T02:54:20,24.4,22.3,43.6,1061.12,2652.48,104,52,184.24,1884,0.0615,82.4,226.34,157.27,0
2094,2025-06-01T02:54:25,54.7,86.4,28.4,1061.47,2654.15,1238,619,141.1,1025,0.0286,65.9,110.93,594.23,0
2095,2025-06-01T02:54:30,32.3,65.5,86.5,1062.54,2656.04,1874,937,127.74,1692,0.1773,50.0,286.77,12.46,0
2096,2025-06-01T02:54:35,80.3,26.8,60.5,1062.85,2657.24,1500,500,106.77,516,0.0887,31.0,252.6,690.39,0
2097,2025-06-01T02:54:40,59.9,25.9,60.0,1063.19,2658.05,1677,559,37.46,264,0.0776,88.9,221.27,945.13,0
2098,2025-06-01T02:54:45,65.3,88.6,61.9,1062.97,2657.78,2451,817,25.6,949,0.1782,76.0,128.35,896.19,0
2099,2025-06-01T02:54:50,80.8,76.8,72.4,1063.36,2659.4,3668,917,97.66,1319,0.1342,32.9,70.4,975.31,0
2100,2025-06-01T02:54:55,42.6,69.3,32.7,1064.0,2659.64,1948,487,32.73,338,0.1111,84.6,292.06,438.79,0
2101,2025-06-01T02:55:00,91.9,46.6,5.3,1064.49,2660.55,1652,826,115.82,378,0.0722,33.4,231.3,829.67,0
2102,2025-06-01T02:55:05,55.6,33.6,81.4,1064.88,2662.38,4995,999,129.49,169,0.0656,76.2,84.14,142.52,0
2103,2025-06-01T02:55:10,20.0,98.2,14.6,1065.42,2663.93,2988,996,105.6,1898,0.1201,75.1,187.96,18.0,0
2104,2025-06-01T02:55:15,71.1,81.8,72.7,1065.86,2664.42,2308,577,8.25,118,0.1053,89.5,202.75,159.5,0
2105,2025-06-01T02:55:20,80.4,37.2,10.1,1065.46,2664.38,3316,829,12.49,337,0.0624,40.8,160.86,444.02,0
2106,2025-06-01T02:55:25,35.1,86.3,38.8,1066.14,2664.18,755,151,23.55,1010,0.045,66.9,167.94,163.56,0
2107,2025-06-01T02:55:30,86.4,78.3,8.2,1065.79,2664.89,2895,965,31.58,1496,0.1654,65.4,186.5,454.73,0
2108,2025-06-01T02:55:35,91.1,36.7,53.2,1067.09,2668.01,1944,486,197.99,1363,0.1407,32.3,250.38,236.51,0
2109,2025-06-01T02:55:40,31.3,48.4,66.0,1067.24,2668.31,4240,848,69.55,1465,0.1987,71.5,252.92,216.95,0
2110,2025-06-01T02:55:45,98.4,26.7,18.8,1067.72,2668.91,3915,783,59.1,1539,0.108,46.5,290.15,919.57,0
2111,2025-06-01T02:55:50,18.4,20.0,38.4,1067.55,2669.3,210,70,11.4,1458,0.1989,51.6,92.98,520.66,0
2112,2025-06-01T02:55:55,24.2,75.0,93.2,1068.27,2670.97,1308,436,127.43,1438,0.0976,45.7,77.56,674.9,0
2113,2025-06-01T02:56:00,22.5,34.1,45.4,1068.96,2672.24,1746,582,130.79,169,0.1116,33.6,202.63,399.37,0
2114,2025-06-01T02:56:05,89.9,83.8,80.6,1068.93,2672.98,282,141,35.91,297,0.0497,40.8,225.96,165.95,0
2115,2025-06-01T02:56:10,67.2,99.6,92.9,1070.2,2675.03,3380,845,183.93,1116,0.0384,43.5,134.99,714.5,0
2116,2025-06-01T02:56:15,19.4,16.9,97.5,1070.75,2677.35,910,182,160.3,1385,0.1886,67.5,296.21,444.11,0
2117,2025-06-01T02:56:20,46.8,52.6,90.0,1071.04,2677.77,1776,888,46.83,943,0.1964,38.8,260.3,841.56,0
2118,2025-06-01T02:56:25,63.5,82.2,33.1,1071.38,2679.08,1662,554,97.68,293,0.114,89.8,173.28,82.61,0
2119,2025-06-01T02:56:30,12.9,81.0,96.3,1071.52,2679.86,2008,502,92.22,1596,0.0617,45.1,231.05,384.18,0
2120,2025-06-01T02:56:35,88.8,78.4,81.6,1072.35,2680.72,3560,890,70.36,231,0.1908,72.4,163.26,162.1,0
2121,2025-06-01T02:56:40,81.3,41.4,84.0,1073.69,2683.3,1472,736,163.71,474,0.1614,40.2,99.91,694.42,0
2122,2025-06-01T02:56:45,53.0,50.8,3.5,1073.48,2683.28,3870,774,22.74,1193,0.0442,81.7,89.84,338.04,0
2123,2025-06-01T02:56:50,96.9,63.5,95.5,1073.74,2684.43,394,197,83.65,866,0.0667,34.6,122.49,416.86,0
2124,2025-06-01T02:56:55,44.7,97.7,78.3,1074.12,2685.33,3932,983,86.18,1820,0.0108,77.9,273.93,350.15,0
2125,2025-06-01T02:57:00,98.5,39.5,77.3,1074.65,2686.87,1405,281,94.28,845,0.1206,55.6,143.93,840.9,0
2126,2025-06-01T02:57:05,68.5,93.1,10.0,1075.61,2688.58,1866,933,172.41,1568,0.11,60.3,276.68,564.03,0
2127,2025-06-01T02:57:10,65.3,34.2,24.8,1075.49,2689.27,428,214,44.42,470,0.0411,53.8,249.53,708.82,0
2128,2025-06-01T02:57:15,20.8,99.0,96.3,1076.06,2689.82,1089,363,21.48,1563,0.0745,56.1,201.73,741.22,0
2129,2025-06-01T02:57:20,88.8,70.3,51.1,1076.6,2691.48,2824,706,123.94,1992,0.1885,30.3,274.36,707.55,0
2130,2025-06-01T02:57:25,45.6,51.7,41.0,1076.77,2691.42,1041,347,35.59,329,0.1333,31.7,97.37,944.6,0
2131,2025-06-01T02:57:30,20.4,65.2,84.3,1076.8,2692.36,816,272,15.91,1265,0.174,81.6,69.06,652.67,0
2132,2025-06-01T02:57:35,6.2,34.5,10.6,1077.14,2692.94,2010,402,85.9,1746,0.1693,43.9,237.59,649.25,0
2133,2025-06-01T02:57:40,58.2,34.7,42.9,1077.5,2693.09,2325,465,44.71,1206,0.1849,69.5,276.35,809.61,0
2134,2025-06-01T02:57:45,55.1,20.2,38.8,1077.85,2694.43,444,111,72.88,854,0.0179,72.5,145.77,17.35,0
2135,2025-06-01T02:57:50,73.3,20.3,36.3,1077.92,2694.86,3285,657,52.68,1642,0.0599,75.4,51.16,59.21,0
2136,2025-06-01T02:57:55,89.6,41.3,32.2,1077.97,2695.35,2692,673,19.43,1561,0.089,68.8,241.58,249.13,0
2137,2025-06-01T02:58:00,12.5,78.7,22.6,1078.67,2696.61,2125,425,112.51,1589,0.1316,70.9,141.23,182.38,0
2138,2025-06-01T02:58:05,74.5,64.7,18.9,1078.99,2696.73,1944,648,6.38,1053,0.1255,67.8,196.41,154.06,0
2139,2025-06-01T02:58:10,22.8,19.2,64.8,1079.4,2698.85,1816,454,193.31,1696,0.0568,90.3,102.35,553.01,0
2140,2025-06-01T02:58:15,86.5,86.7,92.1,1079.7,2700.28,2934,978,68.92,1999,0.0466,73.2,220.33,196.83,0
2141,2025-06-01T02:58:20,82.8,64.1,51.9,1080.72,2701.38,1520,304,139.34,1451,0.0931,52.9,182.97,966.56,0
2142,2025-06-01T02:58:25,56.4,96.5,31.2,1081.51,2703.42,1500,500,162.26,1023,0.0576,53.2,57.03,184.68,0
2143,2025-06-01T02:58:30,72.5,70.3,17.6,1081.82,2704.57,2195,439,56.54,1336,0.1934,35.2,51.53,167.36,0
2144,2025-06-01T02:58:35,34.9,25.8,83.4,1082.58,2706.82,1348,674,150.0,282,0.1934,94.5,159.43,573.49,0
2145,2025-06-01T02:58:40,49.8,52.6,97.2,1083.32,2708.31,2445,815,166.65,454,0.0315,87.9,90.98,182.0,0
2146,2025-06-01T02:58:45,83.1,68.4,36.2,1083.91,2709.24,1588,397,49.02,1874,0.144,32.8,276.41,665.6,0
2147,2025-06-01T02:58:50,48.6,12.5,30.5,1084.29,2711.84,1653,551,198.51,1069,0.0534,86.0,76.09,858.58,0
2148,2025-06-01T02:58:55,39.0,11.3,60.9,1084.47,2711.82,1113,371,5.12,664,0.1463,39.0,229.05,436.34,0
2149,2025-06-01T02:59:00,52.0,21.6,78.0,1084.83,2712.04,2372,593,44.18,1343,0.1558,45.5,137.49,350.52,0
2150,2025-06-01T02:59:05,83.7,32.6,46.6,1085.3,2713.75,452,113,156.22,1718,0.0192,74.3,283.74,689.89,0
2151,2025-06-01T02:59:10,36.8,48.7,63.7,1085.8,2713.92,406,203,39.63,1807,0.1421,77.5,83.23,805.85,0
2152,2025-06-01T02:59:15,21.5,53.9,72.2,1086.86,2716.25,2830,566,139.95,1094,0.1804,62.9,244.43,303.55,0
2153,2025-06-01T02:59:20,72.6,22.4,96.1,1087.39,2718.82,2220,444,171.25,127,0.0511,92.9,289.81,811.68,0
2154,2025-06-01T02:59:25,83.5,70.6,18.2,1088.39,2720.53,3780,945,191.88,913,0.032,61.8,289.24,766.95,0
2155,2025-06-01T02:59:30,14.6,63.7,99.7,1088.57,2722.27,1137,379,95.38,1300,0.1177,46.8,114.05,483.41,0
2156,2025-06-01T02:59:35,27.8,36.5,40.4,1089.67,2724.2,2560,512,194.25,1502,0.1083,30.6,124.12,458.55,0
2157,2025-06-01T02:59:40,18.5,11.2,72.9,1090.13,2725.55,3084,771,82.91,550,0.1783,86.4,87.37,105.55,0
2158,2025-06-01T02:59:45,38.1,17.0,58.1,1090.37,2726.29,3976,994,44.41,586,0.0957,55.7,143.16,88.59,0
2159,2025-06-01T02:59:50,47.8,45.3,49.7,1091.2,2727.17,282,141,103.27,1790,0.0886,80.9,220.52,748.13,0
2160,2025-06-01T02:59:55,76.1,23.9,70.4,1091.71,2729.05,813,271,130.31,1372,0.1457,80.3,52.69,585.45,0
2161,2025-06-01T03:00:00,66.9,43.9,40.8,1091.84,2730.03,478,239,92.13,306,0.0247,32.8,212.58,489.66,0
2162,2025-06-01T03:00:05,64.0,66.5,14.4,1092.68,2731.78,1242,621,113.83,1367,0.0208,83.4,54.46,46.97,0
2163,2025-06-01T03:00:10,38.5,59.3,49.9,1093.15,2732.69,762,254,83.87,778,0.1059,48.8,216.85,56.83,0
2164,2025-06-01T03:00:15,84.9,30.8,53.1,1093.8,2733.96,1044,261,105.43,313,0.0269,84.7,260.11,920.89,0
2165,2025-06-01T03:00:20,49.8,40.9,21.8,1094.84,2736.79,2457,819,190.57,1207,0.1884,62.0,140.04,661.2,0
2166,2025-06-01T03:00:25,98.0,65.3,93.7,1094.83,2737.78,276,138,100.47,126,0.1343,68.5,151.66,386.58,0
2167,2025-06-01T03:00:30,65.2,87.5,24.3,1095.13,2738.01,1594,797,51.38,1158,0.1532,36.6,231.91,700.35,0
2168,2025-06-01T03:00:35,17.0,77.8,42.1,1095.8,2740.09,1236,412,151.99,1625,0.0535,54.7,252.32,258.69,0
2169,2025-06-01T03:00:40,69.2,59.8,17.2,1096.34,2740.95,840,420,68.18,914,0.1039,93.1,299.91,409.86,0
2170,2025-06-01T03:00:45,35.9,42.6,54.5,1097.3,2743.04,1524,381,163.43,919,0.0354,90.2,185.15,462.31,0
2171,2025-06-01T03:00:50,70.2,42.9,32.1,1097.46,2743.92,3880,970,12.31,168,0.0486,94.6,263.65,31.75,0
2172,2025-06-01T03:00:55,11.6,89.1,49.9,1097.59,2744.12,2271,757,67.1,293,0.118,63.2,64.03,992.76,0
2173,2025-06-01T03:01:00,21.6,13.5,24.0,1097.64,2743.64,1425,475,19.78,396,0.0632,83.2,76.77,382.28,0
2174,2025-06-01T03:01:05,86.3,98.9,7.3,1097.82,2744.32,3572,893,17.98,1685,0.1843,59.6,267.6,967.21,0
2175,2025-06-01T03:01:10,26.6,69.8,78.4,1098.28,2745.55,2520,504,132.02,656,0.1991,91.2,144.61,648.21,0
2176,2025-06-01T03:01:15,84.5,71.3,64.8,1099.26,2747.0,3720,744,77.68,1399,0.0107,94.1,106.51,929.24,0
2177,2025-06-01T03:01:20,31.5,13.4,35.4,1099.39,2748.68,2355,471,174.42,1755,0.1542,87.1,151.31,55.25,0
2178,2025-06-01T03:01:25,66.1,64.5,6.7,1100.27,2750.32,2436,812,103.76,1066,0.0319,70.4,181.4,960.83,0
2179,2025-06-01T03:01:30,70.9,53.6,86.8,1100.93,2750.87,3140,785,59.77,391,0.1192,94.3,131.03,407.65,0
2180,2025-06-01T03:01:35,53.7,19.5,18.6,1101.25,2753.25,880,220,144.46,1835,0.0534,93.9,99.41,137.6,0
2181,2025-06-01T03:01:40,34.0,35.0,93.2,1101.84,2754.69,3036,759,125.18,702,0.1933,60.9,59.25,671.5,0
2182,2025-06-01T03:01:45,25.2,90.1,48.9,1102.61,2756.79,1192,298,160.12,425,0.1764,49.7,241.9,762.85,0
2183,2025-06-01T03:01:50,8.2,59.5,35.4,1103.29,2758.28,690,230,129.07,1275,0.1231,42.2,275.99,649.99,0
2184,2025-06-01T03:01:55,33.9,47.2,74.7,1103.77,2758.32,2096,524,34.24,775,0.0434,74.0,54.3,540.53,0
2185,2025-06-01T03:02:00,67.1,16.5,87.9,1103.72,2760.57,2128,532,134.39,1256,0.1587,32.3,137.37,816.57,0
2186,2025-06-01T03:02:05,94.1,74.3,38.3,1104.87,2761.98,866,433,78.92,1335,0.1089,79.6,273.17,686.42,0
2187,2025-06-01T03:02:10,87.8,73.3,41.9,1104.74,2762.69,1676,838,93.17,1114,0.1262,33.3,55.17,618.92,0
2188,2025-06-01T03:02:15,77.8,65.3,44.4,1105.9,2764.75,906,453,184.39,280,0.1464,47.2,232.87,317.53,0
2189,2025-06-01T03:02:20,79.9,55.9,92.4,1106.23,2765.35,1672,836,72.63,867,0.0891,62.4,110.82,877.51,0
2190,2025-06-01T03:02:25,68.2,49.0,69.9,1107.04,2767.04,630,210,122.78,460,0.0115,36.3,243.26,692.15,0
2191,2025-06-01T03:02:30,29.7,63.4,26.3,1106.97,2768.37,1485,297,73.33,523,0.0792,32.4,219.82,899.59,0
2192,2025-06-01T03:02:35,91.2,31.0,20.1,1107.48,2768.8,736,368,19.85,709,0.0886,61.2,285.3,606.52,0
2193,2025-06-01T03:02:40,68.7,94.7,24.6,1108.25,2769.7,1498,749,91.25,1994,0.0797,87.6,126.66,800.06,0
2194,2025-06-01T03:02:45,58.2,63.0,27.8,1108.18,2771.36,1160,580,119.82,223,0.1679,56.5,87.89,884.55,0
2195,2025-06-01T03:02:50,15.5,38.0,24.6,1108.9,2772.36,2415,805,82.09,277,0.0731,43.0,173.76,542.1,0
2196,2025-06-01T03:02:55,47.5,50.5,66.5,1109.12,2773.28,810,162,78.74,429,0.0891,56.5,296.21,715.34,0
2197,2025-06-01T03:03:00,48.7,82.5,13.4,1110.16,2774.99,3892,973,164.26,1062,0.0217,77.0,60.11,576.92,0
2198,2025-06-01T03:03:05,87.1,24.5,40.0,1110.11,2775.32,1678,839,6.91,1876,0.1462,32.7,94.59,720.89,0
2199,2025-06-01T03:03:10,56.9,36.4,63.3,1110.28,2775.76,3060,612,59.82,1349,0.0509,32.0,264.32,523.34,0
2200,2025-06-01T03:03:15,41.1,71.2,30.5,1111.32,2778.05,1572,393,162.54,262,0.0547,60.1,221.57,800.24,0
2201,2025-06-01T03:03:20,97.8,38.4,8.4,1112.5,2780.45,344,172,184.19,1955,0.1215,74.0,156.23,807.51,0
2202,2025-06-01T03:03:25,15.5,81.3,10.0,1112.52,2781.89,2397,799,83.05,912,0.1969,69.9,173.41,47.47,0
2203,2025-06-01T03:03:30,45.1,21.7,14.3,1113.59,2783.22,1104,368,177.87,592,0.0879,71.5,113.95,204.44,0
2204,2025-06-01T03:03:35,9.0,78.6,83.9,1113.39,2784.26,1869,623,40.59,1929,0.0722,40.8,290.61,194.32,0
2205,2025-06-01T03:03:40,75.3,16.2,66.5,1113.68,2785.13,2108,527,45.06,977,0.0169,65.0,135.76,323.09,0
2206,2025-06-01T03:03:45,92.2,11.1,8.3,1114.81,2787.03,1386,462,169.39,570,0.1596,54.6,144.97,476.89,0
2207,2025-06-01T03:03:50,31.6,90.8,40.3,1115.92,2789.31,3175,635,180.75,1480,0.0596,37.2,167.27,735.3,0
2208,2025-06-01T03:03:55,86.5,62.3,29.3,1115.92,2789.8,1176,294,45.34,440,0.1561,38.3,103.41,301.25,0
2209,2025-06-01T03:04:00,32.8,41.7,58.6,1115.85,2790.18,1779,593,12.81,254,0.0636,71.9,99.12,651.57,0
2210,2025-06-01T03:04:05,91.5,30.9,53.2,1116.01,2789.7,2530,506,18.97,859,0.0157,92.2,200.16,861.35,0
2211,2025-06-01T03:04:10,76.6,65.5,49.2,1116.02,2790.27,1010,202,53.01,1316,0.1047,36.9,243.67,448.06,0
2212,2025-06-01T03:04:15,81.5,55.8,32.8,1117.16,2792.59,1410,705,152.53,684,0.1822,62.2,238.04,657.65,0
2213,2025-06-01T03:04:20,6.7,99.2,15.5,1117.73,2793.23,128,64,102.49,1382,0.05,46.1,191.4,847.82,0
2214,2025-06-01T03:04:25,96.5,98.5,74.8,1117.92,2795.39,2460,492,91.66,1950,0.0392,48.3,209.73,725.18,0
2215,2025-06-01T03:04:30,74.0,67.2,88.2,1118.5,2796.85,706,353,117.24,1353,0.0451,44.6,190.92,104.32,0
2216,2025-06-01T03:04:35,34.0,49.9,94.5,1119.54,2798.58,1670,835,178.15,199,0.1412,65.5,268.73,152.56,0
2217,2025-06-01T03:04:40,83.8,54.2,7.7,1119.49,2798.84,1176,294,19.0,325,0.0798,33.7,146.86,83.11,0
2218,2025-06-01T03:04:45,31.7,71.4,74.5,1120.26,2800.67,2520,840,139.25,1153,0.0587,78.3,80.82,282.97,0
2219,2025-06-01T03:04:50,87.9,19.1,73.2,1121.62,2803.02,2464,616,185.43,834,0.0742,69.4,158.87,4.97,0
2220,2025-06-01T03:04:55,15.7,39.6,94.8,1121.37,2803.59,2412,603,43.46,1345,0.0687,55.0,267.7,610.05,0
2221,2025-06-01T03:05:00,71.9,16.8,26.8,1122.19,2805.82,1896,948,167.72,1139,0.1133,44.2,275.2,27.5,0
2222,2025-06-01T03:05:05,56.4,16.6,74.7,1122.83,2807.35,1512,504,139.91,1920,0.0353,64.9,197.37,449.33,0
2223,2025-06-01T03:05:10,14.2,27.6,7.4,1123.13,2807.73,1632,408,3.88,817,0.1067,92.1,65.56,494.18,0
2224,2025-06-01T03:05:15,28.0,53.7,63.9,1123.18,2808.17,404,101,47.09,557,0.0692,76.0,230.59,645.81,0
2225,2025-06-01T03:05:20,6.2,80.6,36.4,1123.69,2809.37,240,60,121.56,315,0.1872,48.2,213.26,240.11,0
2226,2025-06-01T03:05:25,49.5,53.7,77.4,1124.59,2811.22,3488,872,100.98,711,0.0901,78.3,162.92,867.92,0
2227,2025-06-01T03:05:30,33.6,40.2,86.6,1125.14,2811.73,1947,649,106.06,635,0.029,62.8,90.75,504.72,0
2228,2025-06-01T03:05:35,61.8,17.4,37.8,1124.97,2812.7,552,276,47.15,1898,0.1874,33.1,201.62,690.45,0
2229,2025-06-01T03:05:40,33.2,59.5,53.5,1125.4,2814.71,815,163,135.33,532,0.1881,70.1,170.58,346.77,0
2230,2025-06-01T03:05:45,33.5,34.4,13.5,1126.24,2814.88,1172,586,54.02,1058,0.0433,45.2,65.11,267.72,0
2231,2025-06-01T03:05:50,75.6,65.3,42.9,1126.29,2816.17,3265,653,78.5,1736,0.1651,56.6,149.45,584.44,0
2232,2025-06-01T03:05:55,9.6,97.9,37.4,1126.96,2817.17,544,136,74.41,657,0.1738,61.1,284.67,895.35,0
2233,2025-06-01T03:06:00,90.8,20.0,19.9,1127.08,2818.44,3210,642,134.73,339,0.0776,82.0,152.87,717.53,0
2234,2025-06-01T03:06:05,86.0,29.1,89.7,1127.75,2818.91,897,299,18.96,915,0.0403,67.7,157.35,699.1,0
2235,2025-06-01T03:06:10,68.4,52.6,16.5,1127.54,2819.41,897,299,41.9,201,0.1617,52.1,189.36,494.41,0
2236,2025-06-01T03:06:15,61.4,97.2,64.3,1128.13,2819.8,3944,986,40.9,764,0.0154,72.7,124.28,7.92,0
2237,2025-06-01T03:06:20,89.8,79.5,89.2,1128.1,2820.94,1410,470,22.58,1166,0.1277,42.5,68.38,878.79,0
2238,2025-06-01T03:06:25,22.6,90.8,91.4,1128.12,2820.55,1036,259,42.31,1690,0.075,83.5,200.32,241.89,0
2239,2025-06-01T03:06:30,12.5,40.0,79.7,1128.84,2822.6,2850,570,121.8,1541,0.1232,43.1,173.77,474.61,0
2240,2025-06-01T03:06:35,27.8,99.3,19.3,1129.79,2824.01,1320,660,146.7,420,0.1599,66.3,220.81,193.69,0
2241,2025-06-01T03:06:40,80.5,19.3,82.1,1130.34,2825.46,1194,597,132.4,1791,0.1675,43.3,169.1,814.15,0
2242,2025-06-01T03:06:45,8.3,14.8,29.1,1130.91,2827.01,530,106,95.56,908,0.1997,51.2,111.83,34.64,0
2243,2025-06-01T03:06:50,60.4,87.0,92.4,1131.25,2827.32,224,112,11.43,512,0.1316,57.5,146.09,656.71,0
2244,2025-06-01T03:06:55,99.6,93.5,71.5,1131.5,2829.8,1548,387,191.84,1027,0.0525,53.9,53.38,49.55,0
2245,2025-06-01T03:07:00,86.3,18.2,79.0,1132.3,2830.42,4185,837,34.45,133,0.0625,90.7,88.79,918.31,0
2246,2025-06-01T03:07:05,54.5,20.2,10.3,1132.67,2832.51,3096,774,134.02,1950,0.0929,44.5,246.5,55.9,0
2247,2025-06-01T03:07:10,11.0,13.0,59.1,1133.39,2833.99,1728,864,182.67,849,0.1712,41.7,282.92,889.9,0
2248,2025-06-01T03:07:15,84.0,19.4,82.5,1134.0,2835.46,2324,581,139.86,544,0.0797,63.6,141.28,252.83,0
2249,2025-06-01T03:07:20,61.9,28.8,86.4,1134.45,2836.35,2424,808,44.39,279,0.1408,91.7,281.86,653.52,0
2250,2025-06-01T03:07:25,15.9,97.3,4.8,1134.99,2836.93,110,55,63.84,1954,0.0186,62.7,208.87,637.29,0
2251,2025-06-01T03:07:30,13.9,70.1,94.0,1134.81,2837.38,1902,634,7.01,1789,0.0917,92.4,120.12,851.86,0
2252,2025-06-01T03:07:35,91.4,80.1,6.2,1135.76,2838.25,2004,668,122.94,816,0.0417,42.4,199.94,403.43,0
2253,2025-06-01T03:07:40,68.6,79.9,62.2,1135.78,2840.89,3270,654,122.99,1391,0.1883,30.7,252.03,529.67,0
2254,2025-06-01T03:07:45,83.8,58.2,70.0,1136.79,2842.25,2800,560,145.37,1657,0.1604,49.7,246.46,385.96,0
2255,2025-06-01T03:07:50,88.5,81.8,12.5,1136.56,2841.53,3384,846,3.19,1068,0.0364,71.5,271.28,655.8,0
2256,2025-06-01T03:07:55,59.3,63.6,6.7,1137.7,2843.87,2040,510,163.75,411,0.0864,68.5,246.8,311.34,0
2257,2025-06-01T03:08:00,54.2,38.3,78.9,1138.55,2846.17,810,405,148.0,105,0.0253,45.7,223.89,640.55,0
2258,2025-06-01T03:08:05,45.9,60.5,39.7,1138.43,2846.65,1072,268,29.04,647,0.1518,73.0,145.93,753.56,0
